video_ID,group,text
-_Cw5A9gBiM,Политические,Путин хубло.
-_Cw5A9gBiM,Политические,"Вы вместо Й , б написали."
-_Cw5A9gBiM,Политические,Нашли журналистов.
-_Cw5A9gBiM,Политические,А кого должны были позвать на Ваш взгляд?
-_Cw5A9gBiM,Политические,Очень красивая картинка. Качество прекрасное. Да и само содержание.
-_Cw5A9gBiM,Политические,"Садись, пять! Соболь решила опросить все стадо, когда можно было одного одувана записать и не мучаться. Типичная отличница или как он сказал курица."
-_Cw5A9gBiM,Политические,"Шикарный выпуск, очень крутая идея. Навальный как всегда круты. Видео в тренды!"
-_Cw5A9gBiM,Политические,". Умница, красавица - просто бомба!"
-_Cw5A9gBiM,Политические,"Пусть будет один госканал. Но, что-то мне подсказывает , что рейтинг будет нулевой."
-_Cw5A9gBiM,Политические,"Почему Венедиктов настолько неряшлив? Совсем за собой не следит. Ну подстригся бы наконец, перхоть вылечил бы, бороду в порядок привел, к стоматологу сходил бы. Неужели настолько бедный?"
-_Cw5A9gBiM,Политические,Отличный ролик! Ждём подобного разбора других сфер жизни в прекрасной России будущего.
-_Cw5A9gBiM,Политические,Лайк и личная поддержка. Актуально. А то письки из поролона на первом с маленькой буквы какнале специально так написано уже отторжение и гнев вызывают. Бррррр.
-_Cw5A9gBiM,Политические,"Не должно быть никаких законов по борьбе с фейками, клеветой, заказухой и прочим. Это репрессивные практики, которые будут снова использоваться в грязной политической борьбе для расправы с оппонентами. Свобода слова и открытый рынок информации безопаснее и лучше решают проблему недостоверных сведений."
-_Cw5A9gBiM,Политические,"Никаких государственных СМИ не должно быть вообще. Для выпуска законов, указов и официальных заявлений органов власти достаточно пресс-служб этих органов. Нет и не должно быть монолитной позиции государства, есть позиции разных чиновников, которые те смогут без проблем высказывать на частных площадках. Само наличие СМИ в государственной собственности даёт им несправедливое силовое преимущество прямые субсидии сейчас госСМИ убыточны, неравная правоприменительная практика своим всё, чужим закон, ореол официальности и др."
-_Cw5A9gBiM,Политические,"Никто не пишет, но Любовь Эдуардовна прекрасна. Эти прелестные ножки и это красное платье атас! И за контент, разумеется, уверенный лайк."
-_Cw5A9gBiM,Политические,"Лучшее СМИ это когда нет никаких СМИ, а есть сарафанное радио!"
-_Cw5A9gBiM,Политические,"В России государственные и муниципальные СМИ надо запрещать, особенно электронные. Можно оставить информационные и правовые бюллетени. Всё остальное - только частное. Предприятия с госучастием также не должны имеют права владеть СМИ. Далее, для бизнеса необходимо вернуть правило, которое было прописано ещё в 1994 г не более 2-х СМИ в одни руки. Правило должно работать и для владения через аффиллированые лиц. Лучше вообще ограничить одним СМИФ, но уточнить, что правило касается только СМИ с информационными и общественно-политическими концепциями. Возможно сохранение общественного телевидения, но необходимо определить источник финансирования. Может быть, это будет отдельный налог с физлиц, но зато Общественный телеканал не будет зависеть от государства. Никаких Обязательных телеканалов, распространяемых за счёт бюджетных средств - каждый телеканал должен платить за распространение сам, а включение в мультиплексы только по конкурсу. Естественно, и даже не обсуждаемо запрет любой господдержки СМИ. Возможна оплата за выполнение некоторых функций, например, оплата времени для бесплатной агитации и дебатов. Отмена всякого правового мусора типа запрет владения Сми иностранцами, запрет рекламы на неэфирных телеканалах - это само собой. С организациями связи, связанными с государством, тоже надо разбираться."
-_Cw5A9gBiM,Политические,Дудь на первом канале был у Урганта но обсирал там гостелевидение.
-_Cw5A9gBiM,Политические,Я за любовь а не за этих онпэшников.
-_Cw5A9gBiM,Политические,Любовь!
-_Cw5A9gBiM,Политические,"Люба молодец в очередной раз. Хотя и не со всем согласен. Отрезать олигархов от тв искуственными методами вряд ли получится - обойти любое ограничение можно. Здесь главное конкуренция. Ну и про гос тв - если оно будет подчинятся правительству, или парламенту - пусть они его и финансируют. Но, как ни крути, у них нет своих денег. Поэтому должен быть один общественный канал, который не контралируется ни одной ветвью власти, но и не идёт за рыночной коньюктурой. Систему его управления, несомненно сложна, но кто не пытается, тот не делает, как говорится. показало, что общественное тв возможно."
-_Cw5A9gBiM,Политические,Ооо! Любовь - отличная идея и формат - как мы обустроим Россию.
-_Cw5A9gBiM,Политические,В поддержку 2.
-_Cw5A9gBiM,Политические,В поддержку.
-_Cw5A9gBiM,Политические,Щас они вам все отдадут.
-_Cw5A9gBiM,Политические,Люба - молодец! Вот сейчас понравилось.
-_Cw5A9gBiM,Политические,"Разговоры о будущем приближают это самое будущее. Или, как минимум, дают надежду. Спасибо, жду продолжения."
-_Cw5A9gBiM,Политические,"Солнце мое взгляни на меня, моя страна превратилась в гулаг."
-_Cw5A9gBiM,Политические,"Хоть убей, не могу Соболь воспринимать. Будто ее на каких-то курсах учили речи толкать, и она сдала на тройку. Все наигранно, зубы слишком белые. Не заходит, как Навальный."
-_Cw5A9gBiM,Политические,Ждём событий.
-_Cw5A9gBiM,Политические,"Государственные сми продажные сми, а не государственные!"
-_Cw5A9gBiM,Политические,СМИ привлечь за фэйк. Хотя в рфии это бесполезно!
-_Cw5A9gBiM,Политические,"Веник весь в перхоти. Это к тому, что не деньги делают тебя человеком."
-_Cw5A9gBiM,Политические,Шикарное видео! Ждем еще ролики на другие темы.
-_Cw5A9gBiM,Политические,Какая же Осетинская косноязычная. Жуть.
-_Cw5A9gBiM,Политические,При чем тут пивоваров?
-_Cw5A9gBiM,Политические,Офигенный формат!
-_Cw5A9gBiM,Политические,Нет - олигархическим и госпропагандистским СМИ! Соболь.
-_Cw5A9gBiM,Политические,Очень интересная рубрика! Снимите пожалуйста следующую серию про образование не только высшее.
-_Cw5A9gBiM,Политические,топ передача.
-_Cw5A9gBiM,Политические,"лайк, конечно, но. вопросительных персонажей привели на дискуссию."
-_Cw5A9gBiM,Политические,"Венедиктов, конечно, авторитетный журналист. рулить заглотной дочкой газпромедиа - зачотно, конечно."
-_Cw5A9gBiM,Политические,1540 Владимир Ельцин?!?! Неужели.
-_Cw5A9gBiM,Политические,"Великолепно, великолепна."
-_Cw5A9gBiM,Политические,Люба красотка в красном платье и белых кроссовках 254.
-_Cw5A9gBiM,Политические,Любовь моё большое Вам уважение и вашей команде.
-_Cw5A9gBiM,Политические,"Да все равно уже на СМИ, они к 2036 году обанкротится."
-_Cw5A9gBiM,Политические,"Парфенов, Пивоваров и Венедиктов это никак не будущее, а давно прошлое. Они начинали работать еще со времен СССР."
-_Cw5A9gBiM,Политические,дааа.
-_Cw5A9gBiM,Политические,"Шикарный видеоролик, хорошая идея."
-_Cw5A9gBiM,Политические,"Есть несомненно чувство, что цензура везде есть, хотя по Конституции она недопустима."
-_Cw5A9gBiM,Политические,"У Венедиктова срач, что в голове, что в кабинете."
-_Cw5A9gBiM,Политические,"Любовь! Ну все прекрасно и лицо, и ОДЕЖДА, и душа, и мысли. От себя добавлю и тон передачи. Брава!"
-_Cw5A9gBiM,Политические,Венедиктов. как это было во времена Владимира Ельцина. Что-а?!
-_Cw5A9gBiM,Политические,Во времена Владимира Ельцина. Веня.
-_Cw5A9gBiM,Политические,"Любовь, политическая журналистика, это ваше. вам нужен свой канал."
-_Cw5A9gBiM,Политические,"Люба Соболь какая-то недалёкая и лживая. Пытается внушить нам, что если президентом РФ станет её начальник Навальный, то российские СМИ станут честными, при этом находясь в частных руках. На самом деле, при капитализме независимые и честные СМИ невозможны. При капитализме СМИ принадлежат тому или иному капиталисту и являются средством производства и инструментом в борьбе с конкурентами. А если СМИ при капитализме принадлежит государству, то государство действует как коллективный капиталист и представляет интересы буржуазии как класса. Вот в нашей стране государственные СМИ как раз представляют интересы крупного капитала, крупных корпораций."
-_Cw5A9gBiM,Политические,Какой партивный голас у ведущей!
-_Cw5A9gBiM,Политические,"Блин, какой крутой формат видео, вам его как раз и не хватало."
-_Cw5A9gBiM,Политические,Комментарий для топа.
-_Cw5A9gBiM,Политические,"Уважаемая Любовь, считаю журналистский формат и интервью интересным. Развивайте этот формат."
-_Cw5A9gBiM,Политические,А что венедиктова уже оправдали? Обвинения в домогательстве были ложными? Ему можно опять руку подать?
-_Cw5A9gBiM,Политические,Правила для СМИ в России прекратите вылизывать Обиженного. Из мерзкого бестолкового существа слепили кумира для внушаемых.
-_Cw5A9gBiM,Политические,Во времена Владимира Ельцина. У Венедиктова деменции что ли?
-_Cw5A9gBiM,Политические,Визуализируем Россию будущего с Любовью Соболь.
-_Cw5A9gBiM,Политические,"Крутая идея, будет очень интересно посмотреть про другие сферы нашей жизни."
-_Cw5A9gBiM,Политические,40 минут чистого либертарианства. Спасибо!
-_Cw5A9gBiM,Политические,А на Навальном Тв Любовь будет вести прошлую рубрику.
-_Cw5A9gBiM,Политические,"Прекрасный выпуск! Шикарные вопросы и не менее шикарные ответы! Поздравляю, Любовь Соболь! Это - лучшее, что я видел у Вас!"
-_Cw5A9gBiM,Политические,"Первый канал -государственный Самим не смешно? Как может быть что-то государственное в тотально приватизированной стране, которая присвоена шайкой разбойников?"
-_Cw5A9gBiM,Политические,"Очень нравится когда Любовь в видео не просто говорящая голова, продвигающая идею, а живой человек, который испытывает эмоции. Отличный формат, спасибо за видео."
-_Cw5A9gBiM,Политические,Раиса будущего как коммунизъм со светлым будущим. Должно было настать с дня на день и не настало. Запомните мои строки.
-_Cw5A9gBiM,Политические,"Самый основной вопрос не задала, как бороться против умалчивания ангажированных СМИ!"
-_Cw5A9gBiM,Политические,"Мечты, а не идеи! Соболь молодец! Дерзай дальше!"
-_Cw5A9gBiM,Политические,Синдеева немного идеалистка! В остальном со всеми согласен! Но нужно начинать с судов!
-_Cw5A9gBiM,Политические,"Правило одно, универсальное для всех отраслей не регулировать то, что можно не регулировать. Парфенов прав на 100!"
-_Cw5A9gBiM,Политические,В топ.
-_Cw5A9gBiM,Политические,"Не в коем случае не голосовать в первые три дня трёхдневки, иначе наши голоса снова будут подменены!"
-_Cw5A9gBiM,Политические,Интересно будет взглянуть какой образ России будущего будет с либеральной точки зрения.
-_Cw5A9gBiM,Политические,Лучшая модель СМИ - Ютуб в его сегодняшнем многообразии.
-_Cw5A9gBiM,Политические,"лариса Маркова Стоп-стоп, кто засрал и когда? Допустим, они их засрали, а до этого что было? КамикадзеДи, с 2007 года? Так он в 10000 раз более неадекватный, чем любой из тех, кто пришёл на Ютуб в последние годы - Парфенов-Соболь-Кац и т. д к ним вообще неприменим термин Неадекватный. До Камикадзе? Это что, видео про котиков и обзоры смешных видосов? Внимание - человек говорит, что незасранный ютуб для него - это видео про котиков и прочая шляпа. То есть прямым текстом говорит, что высказывание любых политических мнений - это засирание Ютуба. Чтоб такую херню спануть, надо быть либо пропагандятлом, либо выдающимся кретином."
-_Cw5A9gBiM,Политические," его заблевала либерда и их боты, он стал хомячьюб. Леваки заблевали не меньше. Вопрос совсем не в политических предпочтениях. Среди тех и других мало адекватных людей - вот проблема!"
-_Cw5A9gBiM,Политические,"Ярослав Захарченко И действительно, что ещё надо?!"
-_Cw5A9gBiM,Политические,"лариса Маркова Я бы за такой комментарий кремлеботу 15 рублей не дал, слишком банально. Даже рыбка может привести контраргумент Зомбоящик засран госпропагандой, на присутствуют все точки зрения, смотри, проверяй, анализируй и делай выводы."
-_Cw5A9gBiM,Политические,"лариса Маркова не нравится- не смотрите тут, как с телевизором - не нравится программа, так переключи канал."
-_Cw5A9gBiM,Политические,"лариса Марковамогу согласиться с тем, что материал Соболь часто не выдерживает проверку на качество, да и фактчек у нее хромает, те же Эхо и Свобода нередко занимаются пропагандой в определении Венедиктова, т. е. подгоняют факты. Тем не менее, все это ни в каком сравнении не стоит с той спекуляцией, которая происходит на федеральном телевидении. Ютуб же предлагает реальную палитру мнений. Прогоняя Соболь через призму критического восприятия, остаешься с каким-никаким наборов фактов, прогоняя 60 минут или Соловьева, просираешь время."
-_Cw5A9gBiM,Политические,Телевидение я б вообще к х. м запретил.
-_Cw5A9gBiM,Политические,"Что могут говорить что-либо о независимом СМИ такие люди как Пивоваров, человек с разрешения который приехал в Норильск и сделал продажный репортаж событий о аварии в Норильском Никеле, Любовь Соболь и фбк в частности знатно зашкварились уже тем что взяли у него интервью, кто мне не верит - добро пожаловать на канал Редакция к видео о Норильске - которое потонуло в дизлайкав, от кремлеботов конечно."
-_Cw5A9gBiM,Политические,ведущую хреново слышно.
-_Cw5A9gBiM,Политические,"государство быть должно и защищать оно должно низшие слои общества , иметь альтернативу частным бизнесам во всех сферах , составляя ему сильнейшую конкуренцию , а управляться оно должно именно низами, что бы не было взяточничества и лоббизма. президент должен быть простым глашатаем народных сьездов , где решаются законодательные вопросы в присутствие всех классов по количеству населения. Если у нас 90 рабочих. то 90 сьезда должно быть рабочих. если 90 бизнесменов. то только тогда можно иметь 90 едровцев. у нас же кривое зеркало, все наоборот."
-_Cw5A9gBiM,Политические,"Любаша, молодец, умница, красавица. Подняла очень серьёзную тему, приятно смотреть и слышать комменты умных людей. Всем спасибо, Венедиктов и Пивоваров, прям журналисты от бога, слушаю их каждое слово. Молодцы. Спасибо, что вы есть."
-_Cw5A9gBiM,Политические,Владимира Ельцина?! Вот это оговорочка.
-_Cw5A9gBiM,Политические,"Зря здесь Венедиктов, очень портит. Его голова ассоциируется с выборами мэра Москвы, где он заодно с шапошниковым в штабе докладывает о прозрачности и честности процесса."
-_Cw5A9gBiM,Политические,"Подождите! А как же мудозвон, боброедка, кисель, сливной бачок, британский подданный? Где же эти предатели нашей страны?"
-_Cw5A9gBiM,Политические,"Их осудят наверное, если смытся не успеют в Аргентину."
-_Cw5A9gBiM,Политические,Пивоваров молодец ни разу не взглянул вот это выдержка!
-_Cw5A9gBiM,Политические,Надо убрать государственный контроль максимально и как минимум лет 10-15 вообще не трогать ничего. Рынок сам рассудит.
-_Cw5A9gBiM,Политические,"Кто с властью не согласен называют пятой колоной. Все лидеры опозиции подвергались аресту это грудинин, платошкин, шендакрв, квачков, удальцов, навальный, бондаренко избили едросы, сидят быков, фургал и многие другие. Не верьте власти, что наши лидеры плохие, отстаивайте их, боритесь."
-_Cw5A9gBiM,Политические,"После сюжета о Норильске , Пивоварову веры нет!"
-_Cw5A9gBiM,Политические,Лайк топ комент тренд.
-_Cw5A9gBiM,Политические,"Создам канал на телевидении, ориентированный на алкоголиков наркоманов, тунеядцев, назову его АНТ, запущу проект о не выносимой и несправедливой, тяжёлой жизни этой части населения, запущу рекламу всех производителей алкоголя, наркоты и прочей нечисти, подниму капитал и уже завтра буду конкурентом любого СМИ, население поддержит. Круто когда нет ни чего контролирующего. Да здравствует полная свобода действий. Шутка конечно. Но назовите пожалуйста хоть один телеканал который бы не наживался на пороке других? Именно так зарабатываются деньги на тв."
-_Cw5A9gBiM,Политические,"Как приятно слушать Любаву, такая мягкая речь, как всегда все в точку, умно, умница и красавица!"
-_Cw5A9gBiM,Политические,Крутой выпуск!
-_Cw5A9gBiM,Политические,Шикарный ролик.
-_Cw5A9gBiM,Политические,"Формат зачетный, информативно и не затянуто."
-_Cw5A9gBiM,Политические,"Начало хорошее, эхх."
-_Cw5A9gBiM,Политические,"Соболь, хватит скрывать от нас свои сиськи! Навальный ещё пожалеет о том, что запрещает тебе их показывать! ТЫ МЕНЕ СЛЫШИШЬ?"
-_Cw5A9gBiM,Политические,"К сожалению не смотрю федеральные каналы уже два года , хотя новости наверно было бы удобней смотреть по телевизору , чем на смартфоне. Но от просмотра 1, 2, НТВ и т. д. начинается рвотный рефлекс. Пивоварова, Парфенова смотрю на Ютубе, молодцы! И многие другие журналисты, которые не прогнулись и не опустились на колени перед путинской властью."
-_Cw5A9gBiM,Политические,"самый грамотный - Пивоваров. Если свобода, значит и гос-во имеет право на свои СМИ. Между прочим, самые интересные, разнообразные, умные каналы в Германии - государственные."
-_Cw5A9gBiM,Политические,"Любочка спасибо за освещение правды, от зомбоящика этого не услышиш, они все врут."
-_Cw5A9gBiM,Политические,Молодцы что сделали фильм! Давно пора заняться документалкой.
-_Cw5A9gBiM,Политические,"Отличный выпуск! Сплошной конструктив, как говорится! Правильное направление внимания."
-_Cw5A9gBiM,Политические,"Однобоко получилось конечно, мне бы хотелось в таком фильме увидеть мнение например госпожи Симонян, но этого никогда не случится."
-_Cw5A9gBiM,Политические,Хы Путин Вечен.
-_Cw5A9gBiM,Политические,"Четкий выпуск. Частной журналистике вообще развиваться е дают, но скоро это закончится."
-_Cw5A9gBiM,Политические,каким образом ей не дают развиваться? ты не можешь завести канал на ютубе? не можешь пойти работать в Эхо? не можешь выпускать собственный журнал?
-_Cw5A9gBiM,Политические,"да, пора уже запретить частных журналистов."
-_Cw5A9gBiM,Политические,20лет бездарности лжи и воровства да сколько же можно это терпеть.
-_Cw5A9gBiM,Политические,Прошло меньше ТРЁХ минут 257 а я уже разглядываю ноги Соболь.
-_Cw5A9gBiM,Политические,"Все это было озвучено Борисом Немцовым давным давно, повторяете как под копирку."
-_Cw5A9gBiM,Политические,"о, я помню что он еще говорил - частная армия, частная медицина, частные школы и нигде никакого государства. Ну что, по душе?"
-_Cw5A9gBiM,Политические,Все новое - хорошо забытое старое.
-_Cw5A9gBiM,Политические,Люба - огонь.
-_Cw5A9gBiM,Политические,Круто. Молодцы.
-_Cw5A9gBiM,Политические,"Сми это 5 власть, особенно сейчас в наше цифровое время, она крайне сильна и мобильна. эти совковые облезлые герои, не понимают, насколько опасно отдавать это непонятно кому. Контроль на лоббирование, на покупку с целью пропаганды, на откровенную ложь какой то должен быть. При полной свободе леваки захватят все сми и будут всех травить и угнетать, как в европе и сша. синдеева левачка, осетрина тупица левачка, в перхоти левак сидит, им конечно щупальцу только дай запустить."
-_Cw5A9gBiM,Политические,"Отличный формат видео, и все говорят про Россию будущего. О, как я бы хотел пожить в ней! Учавствую в приближении этого времени."
-_Cw5A9gBiM,Политические,"Приятно удивлён проектом. Любовь и вся ваша команда - продолжайте всё в таком же духе. Хотелось бы ещё увидеть и исходные материалы нарезка иногда сильно мешает и кашу маслом испортить нельзя. По поводу медиа - действительно, имеет смысл оставить государству одно или несколько медиа только при условии свободного и конкурентного рынка. Арбитром может выступать как суд, так и открытая дискуссия на других площадках. Главное, чтобы он арбитр был независимым и авторитетным, или в случае некой площадки сама проблемная ситуация должна освещатся без недомолвок и личной неприязни разных сми к вопросу медиавойнд или сми и государства к вопросу цензуры. Денежные потоки не влияют на то кто прав, если существует конкурентный рынок. По итогу повторюсь, что проект хороший и хотелось бы посмотреть исходники для полного формирования картины ваших собеседников."
-_Cw5A9gBiM,Политические,отличный формат! комментируем и выдвигаем в топы!
-_Cw5A9gBiM,Политические,"Всё правильно, сразу перечислил всех отморозков! пардон ошибочка не всех конечно по меньшей мере ещё десятка 4 главных не адекватов можно смело при плюсовать."
-_Cw5A9gBiM,Политические,Неужели Ельцин был Владимиром? Или мне послышалось? Венедиктов волнуется перед Соболь?
-_Cw5A9gBiM,Политические,"Круто, круто, вот это действительно хорошо. Продолжайте."
-_Cw5A9gBiM,Политические,Ето фейковая опозиция и зми настоящая опозиция и зми в тюрму или за границей.
-_Cw5A9gBiM,Политические,1540 Венедиктов уже совсем заговорился. А Вам знаком Владимир Ельцин?
-_Cw5A9gBiM,Политические,Я думаю это троллинг.
-_Cw5A9gBiM,Политические,1540 оговорка по Фрейду.
-_Cw5A9gBiM,Политические,1540 Кое-кто уже приватизировал имя Ельцина?
-_Cw5A9gBiM,Политические,"Если Венедиктова постричь, то он будет похож на Уолтера Уайт."
-_Cw5A9gBiM,Политические,Полина Загитова полина загитова ахах дурында.
-_Cw5A9gBiM,Политические,"полная хрень. та же зомбо-помойка, что и по федеральным каналам. только в другой обертке."
-_Cw5A9gBiM,Политические,"Четко, интересно. Молодец, Соболь!"
-_Cw5A9gBiM,Политические,Венедиктов? Это же кремлевская подстилка.
-_Cw5A9gBiM,Политические,Так и над Пивоваровым надо подумать.
-_Cw5A9gBiM,Политические,"каким, блин, иностранным агентом, если у них вся тусовка с тремя гражданствами."
-_Cw5A9gBiM,Политические,"одна болтовня и не более. нет, чтобы протест возглавить в хабаровске, пока не заглох, так вы чушь несете сектантскую, как мантру толдычете про какую-то рассею, какого-то будущего."
-_Cw5A9gBiM,Политические,Соболь мерзко выглядит и говорит как школьный учитель. Противно смотреть.
-_Cw5A9gBiM,Политические,"В сша конкуренция и что? Большинство сми повязанны лоббированием, Трамп начал ворошить эту систему и все сми накинулись на него, в ход идут и выдумки на скорую руку, и манипуляции, ни каких фактов, никакой ответственности. Левые захватили все сми, где тут конкуренция. Большинство сми двигают дикую левацкую идею, травят несогласных, запугали все общество, то на колени стань, то скажи как любишь мигрантов. Герои программы ничего не понимают о том, о чем рассуждают, т. к. в конкурентном рынке не существовали."
-_Cw5A9gBiM,Политические,"Дизлайк, как могут оппозиционеры сотрудничать с Пивоваровым."
-_Cw5A9gBiM,Политические,Крутой формат!
-_Cw5A9gBiM,Политические,"А куда уходить, если везде эти мрази."
-_Cw5A9gBiM,Политические,Люба Соболь.
-_Cw5A9gBiM,Политические,блин. Соболь нужно срочно что-то делать с образом. с имиджем. плюс такие очки утяжеляют взгляд. этак она скоро всех отпугивать будет.
-_Cw5A9gBiM,Политические,"Я радуюсь, что смотреть фед. каналы становятся для людей зазорным."
-_Cw5A9gBiM,Политические,Отличный выпуск!
-_Cw5A9gBiM,Политические,"Что это за односторонняя позиция? В России будущего найдётся место только вашим единомышленникам - капиталистам и прикормленным ими СМИ? Социалистов и всех, кто отстаивает права трудящихся запретите? Почему, например, Константину Сёмину не дали слово? Он неудобные для вашего электората вещи говорит?"
-_Cw5A9gBiM,Политические,Клёвый формат вышел у Соболь! Работайте в том же направлении!
-_Cw5A9gBiM,Политические,"спасибо. важная тема. приятно видеть, что в нашей стране живут не только рептилии."
-_Cw5A9gBiM,Политические,Путина на нары!
-_Cw5A9gBiM,Политические,без государственной регуляции чисто по законам рынка получается акулий капитализм. Реально Незнайка на Луне. Так изображали капитализм в совке. На самом деле и в США и в Европе рынок регулируется государством.
-_Cw5A9gBiM,Политические,Мура. Толчение воды в ступе. Есть ли жизнь на Марсе.
-_Cw5A9gBiM,Политические,ЛЮБОВЬ И ВСЕ ЧЕСТНЫЕ ЖУРНАЛИСТЫ! СПАСИБО ВАМ ЗА ЧЕСТНОСТЬ И СМЕЛОСТЬ.
-_Cw5A9gBiM,Политические,"Кто вам сказал, что путин не вечен? Уже готовится армия клонов, но с другим лицом."
-_Cw5A9gBiM,Политические,Самое нормальное видение журналистики у Натальи Синдеевой.
-_Cw5A9gBiM,Политические,Смертная казнь всех олигархов.
-_Cw5A9gBiM,Политические,"Один мой знакомый назвал канал Навального пропагандистами, потому что это совсем не новостной канал, и подача призвана вызвать эмоциональную неприязнь по отношению к действующей власти."
-_Cw5A9gBiM,Политические,Отрубить им всем головы.
-_Cw5A9gBiM,Политические,Интэрэснэнько!
-_Cw5A9gBiM,Политические,Новый проект будет как всегда на отлично!. Я так думаю!
-_Cw5A9gBiM,Политические,"Блин, ну женщина огонь просто! жаль что я в германии живу, тут таких мало. хоть я и немец но я очень люблю вашый женщин. Цените их! извеняюс за возможние ошибки."
-_Cw5A9gBiM,Политические,Забери ради бога эту дребизделку в Германию.
-_Cw5A9gBiM,Политические,"Удивительно, какие глупости данные товарищи говорят. Если у дом 2 около 40 мил человек аудитория ежедневная, какая конкуренция? Какой выбор правды зрителем, бред полный. Олигархи купят сми, и будут лоббировать нужных им кандидатов и законы, и бомбить нормального презедента, а когда у канала есть деньги, то будут и крутые сериалы, и концерты и программы дорогие, они будут выигрывать по рейтингу на качестве и спокойно вживлять пропаганду."
-_Cw5A9gBiM,Политические,Как же Люба люба мне.
-_Cw5A9gBiM,Политические,"Да куда там, в ваших любимых сша никому слова не дают сказать."
-_Cw5A9gBiM,Политические,Столько приятных людей в одном видео.
-_Cw5A9gBiM,Политические,Хорошая тема.
-_Cw5A9gBiM,Политические,Правильно.
-_Cw5A9gBiM,Политические,Пивоваров мутный тип.
-_Cw5A9gBiM,Политические,Продолжаем писать картину будущего и воплощать его в жизнь!
-_Cw5A9gBiM,Политические,Любовь всё ещё умеет мыслить концептуально и это круто!
-_Cw5A9gBiM,Политические,"Воооот, новый виток становления НЛайв!"
-_Cw5A9gBiM,Политические,"Наталья Синдеева такая милая, очень приятная и сильная женщина в отличии от этой мр мар симонян."
-_Cw5A9gBiM,Политические,да нет симонян тоже общается мило.
-_Cw5A9gBiM,Политические,"О, что то свеженькое! Моя нравится."
-_Cw5A9gBiM,Политические,"Владение каналом не так важно как то, откуда финансирование а уже потом конкуренция сделает своё-покажет востребованность контента."
-_Cw5A9gBiM,Политические,Отличная рубрика и прекрасная работа!
-_Cw5A9gBiM,Политические,добей их Люба!
